"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00134101","1897-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","324.7","6","204.9",",6","9",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","18970713",",,6","","","","","","","18970724",",,6","18970710","+,,6","11.1",",6,13,","","","","","55.9",",,6,24,","37.8",",6,10,+","","","0.0","6","0.0",",6","","","","","97.4",",,,6","","","24.94",",6","32.01",",,,6","17.88",",,,6","",""
"USC00134101","1897-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","414.0","6","89.3","2,6","6",",6","4",",6","1",",6","","","","","0",",6","0",",6","0","2,6","29","2,6","4","2,6","","","18970822",",,6","","","","","","","18970803",",,6","18970802","+,2,6","5.6",",6,22,","","","","","34.3",",,6,03,","35.0","2,6,02,+","","","6.6","6","6.6","2,6","","","","","47.0",",,,6","","","21.03","2,6","28.44","2,,,6","13.62",",,,6","",""
"USC00134101","1897-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","544.0","6","130.0",",6","5",",6","3",",6","2",",6","","","","","0",",6","0",",6","0",",6","27",",6","14",",6","","","18970920",",,6","","","","","","","18970916",",,6","18970913",",,6","0.6",",6,20,","","","","","35.6",",,6,16,","37.8",",6,13,","","","35.5","6","28.9",",6","","","","","90.0",",,,6","","","21.70",",6","29.84",",,,6","13.56",",,,6","",""
"USC00134101","1897-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","567.6","6","23.6",",6","2",",6","2",",6","0",",6","","","","","0",",6","2",",6","0",",6","19",",6","3",",6","","","18971029",",,6","","","","","","","18971018",",,6","18971001",",,6","-3.3",",6,29,","","","","","5.8",",,6,18,","32.8",",6,01,","","","173.1","6","137.6",",6","","","","","8.3",",,,6","","","14.65",",6","22.51",",,,6","6.80",",,,6","",""
"USC00134101","1897-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","567.6","6","0.0","2,6","5",",6","5",",6","0",",6","","","","","0","1,6","20","1,6","4","1,6","2","1,6","0","1,6","","","18971129",",1,6","","","","","","","18971108",",,6","18971120",",1,6","-16.7","1,6,29,","","","","","20.3",",,6,08,","27.2","1,6,20,","","","593.9","6","420.8","1,6","","","","","50.3",",,,6","","","3.08","2,6","9.56","1,,,6","-3.39","1,,,6","",""
"USC00134101","1897-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","567.6","6","0.0","1,6","6","1,6","4","1,6","1","1,6","","","6",",6","8","1,6","30","1,6","21",",6","0",",6","0",",6","","","18971222","+,1,6","","","18971204",",,6","","","18971204",",1,6","18971210",",,6","-23.3","1,6,22,+","","","203",",,6,04,","33.0","1,,6,04,","9.4",",6,10,","","","1362.6","6","768.7",",6","","","","","62.9","1,,,6","430",",,,6","-7.15","1,6","-2.06",",,,6","-12.25","1,,,6","",""
"USC00134101","1898-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0","1,6","5",",6","5",",6","3",",6","","","5",",6","2","1,6","30","1,6","10","1,6","0","1,6","0","1,6","","","18980127",",1,6","","","18980125",",,6","","","18980125",",,6","18980107",",1,6","-19.4","1,6,27,","","","279",",,6,25,","50.8",",,6,25,","6.7","1,6,07,","","","2034.5","6","671.9","1,6","","","","","117.4",",,,6","660",",,,6","-4.06","1,6","1.11","1,,,6","-9.24","1,,,6","",""
"USC00134101","1898-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","2",",6","3",",6","27",",6","10",",6","0",",6","0",",6","","","18980201",",,6","","","18980220",",,6","","","18980220",",,6","18980210",",,6","-24.4",",6,01,","","","152",",,6,20,","24.9",",,6,20,","10.6",",6,10,","","","2656.0","6","621.5",",6","","","","","29.3",",,,6","177",",,,6","-3.86",",6","1.26",",,,6","-8.99",",,,6","",""
"USC00134101","1898-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","9",",6","7",",6","0",",6","","","2",",6","0",",6","24",",6","0",",6","0",",6","0",",6","","","18980323",",,6","","","18980312",",,6","","","18980327","+,,6","18980321",",,6","-8.3",",6,23,","","","76",",,6,12,","17.8",",,6,27,+","18.3",",6,21,","","","3101.7","6","445.7",",6","","","","","76.6",",,,6","101",",,,6","3.95",",6","9.77",",,,6","-1.86",",,,6","",""
"USC00134101","1898-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0","2,6","7",",6","7",",6","0",",6","","","","","0","1,6","8","1,6","0","1,6","4","1,6","0","1,6","","","18980406","+,1,6","","","","","","","18980413",",,6","18980416",",1,6","-6.1","1,6,06,+","","","","","23.4",",,6,13,","27.8","1,6,16,","","","3368.4","6","266.7","1,6","","","","","73.3",",,,6","","","8.96","2,6","15.99","1,,,6","1.92","1,,,6","",""
"USC00134101","1898-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","24.6","6","24.6",",6","13",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","18980506",",,6","","","","","","","18980519",",,6","18980524",",,6","1.7",",6,06,","","","","","48.3",",,6,19,","31.7",",6,24,","","","3466.8","6","98.4",",6","","","","","121.9",",,,6","","","15.95",",6","22.03",",,,6","9.88",",,,6","",""
"USC00134101","1898-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","151.3","6","126.7",",6","5",",6","4",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","18980628",",,6","","","","","","","18980609",",,6","18980630","+,,6","11.7",",6,28,","","","","","38.1",",,6,09,","33.9",",6,30,+","","","3468.5","6","1.7",",6","","","","","82.8",",,,6","","","22.50",",6","28.72",",,,6","16.28",",,,6","",""
"USC00134101","1898-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","325.3","6","174.0",",6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","16",",6","","","18980711",",,6","","","","","","","18980708",",,6","18980724","+,,6","9.4",",6,11,","","","","","17.5",",,6,08,","37.2",",6,24,+","","","0.0","6","0.0",",6","","","","","57.7",",,,6","","","23.95",",6","31.76",",,,6","16.13",",,,6","",""
"USC00134101","1898-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","455.5","6","130.2",",6","8",",6","8",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","18980804",",,6","","","","","","","18980803",",,6","18980830",",,6","10.0",",6,04,","","","","","17.8",",,6,03,","36.1",",6,30,","","","2.3","6","2.3",",6","","","","","72.4",",,,6","","","22.46",",6","29.52",",,,6","15.40",",,,6","",""
"USC00134101","1898-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","513.9","6","58.4",",6","6",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","25",",6","4",",6","","","18980907",",,6","","","","","","","18980922",",,6","18980902",",,6","6.7",",6,07,","","","","","25.9",",,6,22,","35.6",",6,02,","","","34.4","6","32.1",",6","","","","","64.6",",,,6","","","19.21",",6","26.68",",,,6","11.73",",,,6","",""
"USC00134101","1898-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","517.2","6","3.3",",6","13",",6","7",",6","1",",6","","","1",",6","0",",6","6",",6","0",",6","9",",6","0",",6","","","18981031","+,,6","","","18981025",",,6","","","18981017",",,6","18981004",",,6","-4.4",",6,31,+","","","102",",,6,25,","54.6",",,6,17,","26.7",",6,04,","","","306.3","6","271.9",",6","","","","","111.3",",,,6","102",",,,6","9.67",",6","14.50",",,,6","4.84",",,,6","",""
"USC00134101","1898-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","517.2","6","0.0",",6","4",",6","3",",6","0",",6","","","3",",6","2",",6","22",",6","7",",6","1",",6","0",",6","","","18981126",",,6","","","18981127",",,6","","","18981120",",,6","18981104",",,6","-21.1",",6,26,","","","76",",,6,27,","17.8",",,6,20,","21.1",",6,04,","","","816.8","6","510.5",",6","","","","","28.0",",,,6","191",",,,6","1.32",",6","7.26",",,,6","-4.63",",,,6","",""
"USC00134101","1898-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","517.2","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","7",",6","30",",6","15",",6","0",",6","0",",6","","","18981231",",,6","","","18981224",",,6","","","18981220",",,6","18981229",",,6","-23.3",",6,31,","","","8",",,6,24,","12.7",",,6,20,","8.9",",6,29,","","","1578.0","6","761.2",",6","","","","","13.5",",,,6","8",",,,6","-6.22",",6","-1.25",",,,6","-11.19",",,,6","",""
"USC00134101","1899-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","3",",6","3",",6","0",",6","","","2",",6","7",",6","31",",6","12",",6","0",",6","0",",6","","","18990129",",,6","","","18990105",",,6","","","18990112",",,6","18990120","+,,6","-27.8",",6,29,","","","51",",,6,05,","6.4",",,6,12,","8.9",",6,20,+","","","2316.6","6","738.6",",6","","","","","15.0",",,,6","76",",,,6","-5.49",",6","0.79",",,,6","-11.78",",,,6","",""
"USC00134101","1899-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","4",",6","4",",6","1",",6","","","2",",6","14",",6","26",",6","17",",6","0",",6","0",",6","","","18990209",",,6","","","18990226",",,6","","","18990226",",,6","18990220",",,6","-32.2",",6,09,","","","102",",,6,26,","32.0",",,6,26,","12.8",",6,20,","","","3102.5","6","785.9",",6","","","","","46.2",",,,6","153",",,,6","-9.74",",6","-4.18",",,,6","-15.29",",,,6","",""
"USC00134101","1899-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","5",",6","5",",6","0",",6","","","1",",6","1",",6","28",",6","11",",6","0",",6","0",",6","","","18990306",",,6","","","18990314",",,6","","","18990311",",,6","18990310",",,6","-19.4",",6,06,","","","25",",,6,14,","13.0",",,6,11,","18.3",",6,10,","","","3728.9","6","626.4",",6","","","","","36.3",",,,6","38",",,,6","-1.87",",6","2.36",",,,6","-6.11",",,,6","",""
"USC00134101","1899-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","7.6","6","7.6",",6","10",",6","6",",6","1",",6","","","1",",6","0",",6","9",",6","0",",6","14",",6","0",",6","","","18990402",",,6","","","18990402",",,6","","","18990427",",,6","18990428",",,6","-10.6",",6,02,","","","25",",,6,02,","39.6",",,6,27,","28.9",",6,28,","","","3962.5","6","233.6",",6","","","","","81.9",",,,6","25",",,,6","10.80",",6","18.02",",,,6","3.58",",,,6","",""
"USC00134101","1899-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","30.2","6","22.6",",6","16",",6","13",",6","3",",6","","","","","0",",6","0",",6","0",",6","23",",6","0",",6","","","18990504",",,6","","","","","","","18990515",",,6","18990516",",,6","3.3",",6,04,","","","","","74.7",",,6,15,","30.0",",6,16,","","","4036.3","6","73.8",",6","","","","","241.1",",,,6","","","16.68",",6","23.44",",,,6","9.93",",,,6","",""
"USC00134101","1899-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","148.1","6","117.9",",6","11",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","18990616",",,6","","","","","","","18990620",",,6","18990619","+,,6","8.9",",6,16,","","","","","41.1",",,6,20,","33.3",",6,19,+","","","4038.0","6","1.7",",6","","","","","114.4",",,,6","","","22.21",",6","28.83",",,,6","15.58",",,,6","",""
"USC00134101","1899-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","297.3","6","149.2",",6","9",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","18990730",",,6","","","","","","","18990703",",,6","18990725","+,,6","8.9",",6,30,","","","","","53.1",",,6,03,","33.9",",6,25,+","","","0.3","6","0.3",",6","","","","","96.1",",,,6","","","23.14",",6","29.81",",,,6","16.46",",,,6","",""
"USC00134101","1899-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","473.3","6","176.0",",6","6",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","14",",6","","","18990825","+,,6","","","","","","","18990820",",,6","18990819",",,6","11.7",",6,25,+","","","","","31.8",",,6,20,","36.1",",6,19,","","","0.3","6","0.0",",6","","","","","60.8",",,,6","","","24.01",",6","31.11",",,,6","16.91",",,,6","",""
"USC00134101","1899-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","539.8","6","66.5",",6","3",",6","3",",6","0",",6","","","","","0",",6","2",",6","0",",6","21",",6","6",",6","","","18990930",",,6","","","","","","","18990916","+,,6","18990905",",,6","-6.7",",6,30,","","","","","9.1",",,6,16,+","38.3",",6,05,","","","87.3","6","87.0",",6","","","","","23.5",",,,6","","","17.65",",6","24.49",",,,6","10.81",",,,6","",""
"USC00134101","1899-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","567.3","6","27.5",",6","5",",6","2",",6","0",",6","","","","","0",",6","4",",6","0",",6","20",",6","0",",6","","","18991031",",,6","","","","","","","18991024","+,,6","18991022","+,,6","-2.2",",6,31,","","","","","19.3",",,6,24,+","31.1",",6,22,+","","","233.5","6","146.2",",6","","","","","42.1",",,,6","","","14.50",",6","22.05",",,,6","6.95",",,,6","",""
"USC00134101","1899-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","567.3","6","0.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","12",",6","0",",6","0",",6","0",",6","","","18991103","+,,6","","","","","","","18991113",",,6","18991116",",,6","-6.7",",6,03,+","","","","","20.6",",,6,13,","20.0",",6,16,","","","567.3","6","333.8",",6","","","","","29.3",",,,6","","","7.21",",6","13.35",",,,6","1.07",",,,6","",""
"USC00134101","1899-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","567.3","6","0.0",",6","7",",6","4",",6","1",",6","","","1",",6","3",",6","29",",6","13",",6","0",",6","0",",6","","","18991231",",,6","","","18991212",",,6","","","18991211",",,6","18991209","+,,6","-20.6",",6,31,","","","102",",,6,12,","26.2",",,6,11,","11.7",",6,09,+","","","1275.6","6","708.3",",6","","","","","49.1",",,,6","102",",,,6","-4.52",",6","0.39",",,,6","-9.43",",,,6","",""
"USC00134101","1900-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","3",",6","3",",6","0",",6","","","1",",6","5",",6","30",",6","7",",6","0",",6","0",",6","","","19000131",",,6","","","19000112",",,6","","","19000118",",,6","19000123",",,6","-23.3",",6,31,","","","25",",,6,12,","10.9",",,6,18,","12.2",",6,23,","","","1928.7","6","653.1",",6","","","","","18.5",",,,6","25",",,,6","-2.74",",6","2.36",",,,6","-7.84",",,,6","",""
"USC00134101","1900-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","3",",6","9",",6","28",",6","17",",6","0",",6","0",",6","","","19000216",",,6","","","19000221",",,6","","","19000208",",,6","19000211",",,6","-24.4",",6,16,","","","127",",,6,21,","20.3",",,6,08,","8.9",",6,11,","","","2675.1","6","746.4",",6","","","","","55.9",",,,6","267",",,,6","-8.33",",6","-2.36",",,,6","-14.29",",,,6","",""
"USC00134101","1900-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","5",",6","4",",6","2",",6","","","1",",6","2",",6","28",",6","6",",6","0",",6","0",",6","","","19000316",",,6","","","19000328",",,6","","","19000328",",,6","19000322",",,6","-19.4",",6,16,","","","51",",,6,28,","42.2",",,6,28,","17.2",",6,22,","","","3269.2","6","594.1",",6","","","","","84.4",",,,6","51",",,,6","-0.83",",6","4.43",",,,6","-6.09",",,,6","",""
"USC00134101","1900-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.3","6","0.3",",6","6",",6","4",",6","2",",6","","","1",",6","0",",6","9",",6","0",",6","14",",6","0",",6","","","19000405",",,6","","","19000411",",,6","","","19000417",",,6","19000429",",,6","-2.8",",6,05,","","","25",",,6,11,","38.1",",,6,17,","28.3",",6,29,","","","3467.0","6","197.8",",6","","","","","84.0",",,,6","38",",,,6","11.75",",6","18.68",",,,6","4.82",",,,6","",""
"USC00134101","1900-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","49.0","6","48.7","2,6","11",",6","7",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","23","1,6","1","1,6","","","19000505","+,1,6","","","","","","","19000507",",,6","19000527",",1,6","1.7","1,6,05,+","","","","","45.5",",,6,07,","32.2","1,6,27,","","","3518.3","6","51.3","1,6","","","","","109.7",",,,6","","","18.02","2,6","24.98","1,,,6","11.05","1,,,6","",""
"USC00134101","1900-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","144.1","6","95.1",",6","6",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","19000611",",,6","","","","","","","19000613",",,6","19000625",",,6","8.3",",6,11,","","","","","16.5",",,6,13,","35.0",",6,25,","","","3522.8","6","4.5",",6","","","","","55.4",",,,6","","","21.36",",6","28.40",",,,6","14.31",",,,6","",""
"USC00134101","1900-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","302.6","6","158.5",",6","8",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","","","19000712",",,6","","","","","","","19000716",",,6","19000714",",,6","10.6",",6,12,","","","","","68.1",",,6,16,","35.6",",6,14,","","","0.0","6","0.0",",6","","","","","133.4",",,,6","","","23.45",",6","30.33",",,,6","16.56",",,,6","",""
"USC00134101","1900-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","537.7","6","235.1",",6","8",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","21",",6","","","19000830","+,,6","","","","","","","19000817",",,6","19000805",",,6","16.7",",6,30,+","","","","","53.8",",,6,17,","37.2",",6,05,","","","0.0","6","0.0",",6","","","","","159.3",",,,6","","","25.92",",6","32.81",",,,6","19.02",",,,6","",""
"USC00134101","1900-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","619.6","6","81.9",",6","9",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","23",",6","3",",6","","","19000917",",,6","","","","","","","19000919",",,6","19000905",",,6","2.8",",6,17,","","","","","51.8",",,6,19,","33.9",",6,05,","","","61.2","6","61.2",",6","","","","","110.4",",,,6","","","19.02",",6","25.07",",,,6","12.98",",,,6","",""
"USC00134101","1900-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","646.8","6","27.2","1,6","8",",6","7",",6","1",",6","","","","","0","1,6","1","1,6","0",",6","20",",6","0",",6","","","19001017",",1,6","","","","","","","19001022",",,6","19001004","+,,6","-0.6","1,6,17,","","","","","31.8",",,6,22,","31.1",",6,04,+","","","159.9","6","98.7",",6","","","","","91.8",",,,6","","","15.87","1,6","22.82",",,,6","8.92","1,,,6","",""
"USC00134101","1900-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","646.8","6","0.0","1,6","3",",6","2",",6","1",",6","","","0",",6","0",",6","22",",6","1","1,6","0","1,6","0","1,6","","","19001115",",,6","","","19001124",",,6","","","19001119",",,6","19001103",",1,6","-11.1",",6,15,","","","20",",,6,24,","27.2",",,6,19,","20.6","1,6,03,","","","632.1","6","472.2","1,6","","","","","36.3",",,,6","25",",,,6","2.18","1,6","6.86","1,,,6","-2.50",",,,6","",""
"USC00134101","1900-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","646.8","6","0.0",",6","4",",6","4",",6","0",",6","","","2",",6","0",",6","27",",6","9",",6","0",",6","0",",6","","","19001231",",,6","","","19001231","+,,6","","","19001222",",,6","19001222",",,6","-17.2",",6,31,","","","25",",,6,31,+","8.1",",,6,22,","12.2",",6,22,","","","1276.6","6","644.5",",6","","","","","18.9",",,,6","50",",,,6","-2.46",",6","1.78",",,,6","-6.70",",,,6","",""
"USC00134101","1901-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","3",",6","31",",6","13",",6","0",",6","0",",6","","","19010101",",,6","","","19010126",",,6","","","19010109",",,6","19010120",",,6","-23.3",",6,01,","","","127",",,6,26,","13.7",",,6,09,","12.8",",6,20,","","","1971.0","6","694.4",",6","","","","","27.2",",,,6","229",",,,6","-4.07",",6","1.15",",,,6","-9.28",",,,6","",""
"USC00134101","1901-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0","1,6","3",",6","3",",6","0",",6","","","3",",6","8","1,6","27","1,6","23",",6","0",",6","0",",6","","","19010210",",1,6","","","19010208","+,,6","","","19010203",",,6","19010217",",,6","-29.4","1,6,10,","","","203",",,6,08,+","21.1",",,6,03,","5.0",",6,17,","","","2725.2","6","754.2",",6","","","","","50.1",",,,6","431",",,,6","-9.66","1,6","-3.50",",,,6","-15.82","1,,,6","",""
"USC00134101","1901-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","6","0.0","2,6","7",",6","6",",6","1",",6","","","3",",6","0","1,6","25","1,6","2","1,6","0","1,6","0","1,6","","","19010306","+,1,6","","","19010330","+,,6","","","19010319",",,6","19010318",",1,6","-13.3","1,6,06,+","","","76",",,6,30,+","30.5",",,6,19,","20.0","1,6,18,","","","3205.5","6","480.3","1,6","","","","","92.1",",,,6","190",",,,6","1.83","2,6","7.19","1,,,6","-3.52","1,,,6","",""
"USC00134101","1901-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","8.7","6","8.7",",6","4",",6","4",",6","1",",6","","","","","0",",6","8",",6","0",",6","7",",6","0",",6","","","19010401",",,6","","","","","","","19010406",",,6","19010429",",,6","-3.3",",6,01,","","","","","29.2",",,6,06,","31.7",",6,29,","","","3446.9","6","241.4",",6","","","","","59.9",",,,6","","","10.58",",6","17.48",",,,6","3.67",",,,6","",""
"USC00134101","1901-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","30.4","6","21.7",",6","7",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","19010526","+,,6","","","","","","","19010505",",,6","19010517","+,,6","2.2",",6,26,+","","","","","19.3",",,6,05,","31.1",",6,17,+","","","3517.8","6","70.9",",6","","","","","39.0",",,,6","","","16.74",",6","24.17",",,,6","9.32",",,,6","",""
