"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013957","1942-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1349.6","0","58.2",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","3","","","","19421027",",,0","19421031","+,,0","19421031","+,,0","1","","19421030",",,0","19421029","+,,0","1.7",",0,27,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,30,","30.6",",0,29,+","43.0","0","26.6",",0","34.2",",,,0","","","","","","","","","0",",,,0","19.35",",0","26.33",",,,0","12.37",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1942-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1389.6","0","40.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","2","","","","19421127",",,0","19421130","+,,0","19421130","+,,0","2","","19421121",",,0","19421109",",,0","-1.1",",0,27,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,21,","28.9",",0,09,","156.8","0","113.8",",0","15.8",",,,0","","","","","","","","","0",",,,0","15.87",",0","22.13",",,,0","9.61",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1942-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1394.0","0","4.4",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","7",",0","0",",0","5","","","","19421230","+,,0","19421231","+,,0","19421229","+,,0","2","","19421226",",,0","19421226","+,,0","-1.7",",0,30,+","0",",,0,31,+","0",",T,0,29,+","19.1",",,0,26,","26.1",",0,26,+","448.0","0","291.2",",0","52.5",",,,0","","","","","","","","","0",",T,,0","9.08",",0","14.57",",,,0","3.60",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","11.1","0","11.1",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","11",",0","1",",0","9",",0","0",",0","3","","","","19430119",",,0","19430131","+,,0","19430106","+,,0","1","","19430125",",,0","19430123",",,0","-12.2",",0,19,","0",",,0,31,+","0",",T,0,06,+","34.3",",,0,25,","28.9",",0,23,","749.2","0","301.2",",0","65.4",",,,0","","","","","","","","","0",",T,,0","8.97",",0","15.13",",,,0","2.82",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","13.6","0","2.5",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","2","","","","19430215","+,,0","19430228","+,,0","19430228","+,,0","","","19430220",",,0","19430223","+,,0","-3.9",",0,15,+","0",",,0,28,+","0",",,0,28,+","15.7",",,0,20,","25.0",",0,23,+","931.4","0","182.2",",0","39.0",",,,0","","","","","","","","","0",",,,0","11.91",",0","18.43",",,,0","5.40",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","21.4","0","7.8",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","7",",0","1",",0","12",",0","0",",0","3","","","","19430303",",,0","19430331","+,,0","19430331","+,,0","3","","19430325",",,0","19430331","+,,0","-9.4",",0,03,","0",",,0,31,+","0",",,0,31,+","62.0",",,0,25,","26.7",",0,31,+","1139.4","0","208.0",",0","150.9",",,,0","","","","","","","","","0",",,,0","11.88",",0","17.78",",,,0","5.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","99.2","0","77.8",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","1","","","","19430415",",,0","19430430","+,,0","19430430","+,,0","2","","19430417",",,0","19430430",",,0","3.3",",0,15,","0",",,0,30,+","0",",,0,30,+","52.3",",,0,17,","32.8",",0,30,","1166.6","0","27.2",",0","66.8",",,,0","","","","","","","","","0",",,,0","20.02",",0","26.21",",,,0","13.83",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","295.0","0","195.8",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","3","","","","19430512",",,0","19430531","+,,0","19430531","+,,0","4","","19430530",",,0","19430502",",,0","14.4",",0,12,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,30,","34.4",",0,02,","1166.6","0","0.0",",0","61.2",",,,0","","","","","","","","","0",",,,0","24.65",",0","30.28",",,,0","19.02",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","605.7","0","310.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","1","","","","19430630",",,0","19430630","+,,0","19430630","+,,0","6","","19430613",",,0","19430623","+,,0","20.0",",0,30,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,13,","36.1",",0,23,+","1166.6","0","0.0",",0","22.1",",,,0","","","","","","","","","0",",,,0","28.69",",0","34.00",",,,0","23.38",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","949.0","0","343.3",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19430701",",,0","19430731","+,,0","19430731","+,,0","5","","19430724",",,0","19430723","+,,0","16.7",",0,01,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,24,","38.9",",0,23,+","0.0","0","0.0",",0","25.0",",,,0","","","","","","","","","0",",,,0","29.41",",0","35.27",",,,0","23.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1324.3","0","375.3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19430819",",,0","19430831","+,,0","19430831","+,,0","1","","19430810",",,0","19430816",",,0","18.9",",0,19,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,10,","40.0",",0,16,","0.0","0","0.0",",0","13.5",",,,0","","","","","","","","","0",",,,0","30.44",",0","36.86",",,,0","24.02",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1495.4","0","171.1",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","1","","","","19430926","+,,0","19430930","+,,0","19430930","+,,0","4","","19430928",",,0","19430914",",,0","13.9",",0,26,+","0",",,0,30,+","0",",,0,30,+","23.4",",,0,28,","36.1",",0,14,","0.6","0","0.6",",0","65.2",",,,0","","","","","","","","","0",",,,0","24.02",",0","29.36",",,,0","18.67",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1557.3","0","61.9",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","19431028",",,0","19431031","+,,0","19431031","+,,0","1","","19431013",",,0","19431021",",,0","2.8",",0,28,","0",",,0,31,+","0",",,0,31,+","39.4",",,0,13,","30.6",",0,21,","50.6","0","50.0",",0","52.6",",,,0","","","","","","","","","0",",,,0","18.72",",0","25.36",",,,0","12.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1564.8","0","7.5",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","2","","","","19431130",",,0","19431130","+,,0","19431130","+,,0","3","","19431106",",,0","19431106",",,0","-3.3",",0,30,","0",",,0,30,+","0",",,0,30,+","35.1",",,0,06,","28.9",",0,06,","254.2","0","203.6",",0","71.9",",,,0","","","","","","","","","0",",,,0","11.80",",0","19.10",",,,0","4.50",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1943-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1567.9","0","3.1",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","9",",0","0",",0","5",",0","0",",0","4","","","","19431216",",,0","19431231","+,,0","19431231","+,,0","","","19431224",",,0","19431202",",,0","-8.3",",0,16,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,24,","25.6",",0,02,","567.4","0","313.2",",0","144.5",",,,0","","","","","","","","","0",",,,0","8.33",",0","12.87",",,,0","3.79",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","9",",0","2",",0","2",",0","1",",0","0",",0","11",",0","2",",0","3",",0","0",",0","1","","","","19440115",",,0","19440115",",,0","19440114",",,0","","","19440112",",,0","19440124",",,0","-6.7",",0,15,","51",",,0,15,","71",",,0,14,","47.8",",,0,12,","22.8",",0,24,","891.3","0","323.9",",0","161.3",",,,0","","","","","","","","","89",",,,0","7.89",",0","13.08",",,,0","2.69",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","3.7","0","3.7",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","7",",0","0",",0","","","","","19440212",",,0","19440229","+,,0","19440211",",,0","6","","19440225",",,0","19440224",",,0","-3.3",",0,12,","0",",,0,29,+","0",",T,0,11,","41.1",",,0,25,","23.9",",0,24,","1063.3","0","172.0",",0","141.6",",,,0","","","","","","","","","0",",T,,0","12.53",",0","16.78",",,,0","8.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","12.4","0","8.7",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","19440308",",,0","19440331","+,,0","19440331","+,,0","7","","19440328",",,0","19440325","+,,0","2.2",",0,08,","0",",,0,31,+","0",",,0,31,+","111.0",",,0,28,","26.7",",0,25,+","1194.0","0","130.7",",0","187.3",",,,0","","","","","","","","","0",",,,0","14.40",",0","19.97",",,,0","8.82",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","61.0","0","48.6",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","19440404",",,0","19440430","+,,0","19440430","+,,0","8","","19440429",",,0","19440426",",,0","3.9",",0,04,","0",",,0,30,+","0",",,0,30,+","44.2",",,0,29,","29.4",",0,26,","1239.2","0","45.2",",0","140.3",",,,0","","","","","","","","","0",",,,0","18.45",",0","24.05",",,,0","12.85",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","207.7","0","146.7",",0","14",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","19440505",",,0","19440531","+,,0","19440531","+,,0","13","","19440502",",,0","19440515",",,0","7.8",",0,05,","0",",,0,31,+","0",",,0,31,+","62.5",",,0,02,","33.3",",0,15,","1249.2","0","10.0",",0","234.0",",,,0","","","","","","","","","0",",,,0","22.74",",0","27.79",",,,0","17.70",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","507.5","0","299.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","19440607",",,0","19440630","+,,0","19440630","+,,0","6","","19440605",",,0","19440621",",,0","17.8",",0,07,","0",",,0,30,+","0",",,0,30,+","10.4",",,0,05,","36.7",",0,21,","1249.2","0","0.0",",0","24.0",",,,0","","","","","","","","","0",",,,0","28.33",",0","33.79",",,,0","22.87",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","855.0","0","347.5",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","19440721",",,0","19440731","+,,0","19440731","+,,0","5","","19440714",",,0","19440718",",,0","20.0",",0,21,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,14,","39.4",",0,18,","0.0","0","0.0",",0","34.4",",,,0","","","","","","","","","0",",,,0","29.54",",0","35.77",",,,0","23.32",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1180.3","0","325.3",",0","11",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","19440810",",,0","19440831","+,,0","19440831","+,,0","12","","19440831",",,0","19440808",",,0","19.4",",0,10,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,31,","38.3",",0,08,","0.0","0","0.0",",0","128.1",",,,0","","","","","","","","","0",",,,0","28.83",",0","34.59",",,,0","23.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1388.5","0","208.2",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","19440914","+,,0","19440930","+,,0","19440930","+,,0","4","","19440901",",,0","19440921",",,0","14.4",",0,14,+","0",",,0,30,+","0",",,0,30,+","11.7",",,0,01,","36.1",",0,21,","0.0","0","0.0",",0","31.1",",,,0","","","","","","","","","0",",,,0","25.27",",0","30.83",",,,0","19.72",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1456.2","0","67.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","19441013",",,0","19441031","+,,0","19441031","+,,0","","","19441004",",,0","19441002",",,0","3.3",",0,13,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,04,","32.8",",0,02,","30.8","0","30.8",",0","0.8",",,,0","","","","","","","","","0",",,,0","19.52",",0","27.60",",,,0","11.44",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1477.1","0","20.9",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","","","","","19441127",",,0","19441130","+,,0","19441130","+,,0","2","","19441124",",,0","19441108","+,,0","-1.7",",0,27,","0",",,0,30,+","0",",,0,30,+","45.2",",,0,24,","27.8",",0,08,+","175.4","0","144.6",",0","113.6",",,,0","","","","","","","","","0",",,,0","14.21",",0","19.68",",,,0","8.74",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1944-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1477.1","0","0.0",",0","13",",0","12",",0","3",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","","","19441212",",,0","19441231","+,,0","19441231","+,,0","2","","19441205",",,0","19441225",",,0","-4.4",",0,12,","0",",,0,31,+","0",",,0,31,+","80.5",",,0,05,","21.7",",0,25,","524.6","0","349.2",",0","228.1",",,,0","","","","","","","","","0",",,,0","7.07",",0","12.42",",,,0","1.72",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","2",",0","0",",0","","","","","19450131","+,,0","19450131","+,,0","19450131","+,,0","","","19450118",",,0","19450114",",,0","-2.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","66.8",",,0,18,","22.8",",0,14,","857.0","0","332.4",",0","103.1",",,,0","","","","","","","","","0",",,,0","7.61",",0","12.82",",,,0","2.40",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","8.9","0","8.9",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","","","","","19450206",",,0","19450228","+,,0","19450228","+,,0","4","","19450219",",,0","19450214",",,0","-1.1",",0,06,","0",",,0,28,+","0",",,0,28,+","37.8",",,0,19,","28.3",",0,14,","1059.1","0","202.1",",0","127.5",",,,0","","","","","","","","","0",",,,0","11.43",",0","16.90",",,,0","5.96",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","49.8","0","40.9",",0","16",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","19450307",",,0","19450331","+,,0","19450331","+,,0","12","","19450303",",,0","19450318","+,,0","2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","110.5",",,0,03,","29.4",",0,18,+","1117.2","0","58.1",",0","304.5",",,,0","","","","","","","","","0",",,,0","17.78",",0","23.24",",,,0","12.32",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","108.4","0","58.6",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","19450405",",,0","19450430","+,,0","19450430","+,,0","6","","19450422",",,0","19450425",",,0","4.4",",0,05,","0",",,0,30,+","0",",,0,30,+","80.0",",,0,22,","30.0",",0,25,","1145.3","0","28.1",",0","164.3",",,,0","","","","","","","","","0",",,,0","19.35",",0","24.75",",,,0","13.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","235.1","0","126.7",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","","","19450505","+,,0","19450531","+,,0","19450531","+,,0","1","","19450515",",,0","19450507",",,0","7.8",",0,05,+","0",",,0,31,+","0",",,0,31,+","75.9",",,0,15,","33.3",",0,07,","1162.2","0","16.9",",0","87.7",",,,0","","","","","","","","","0",",,,0","21.88",",0","27.78",",,,0","15.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","494.3","0","259.2",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","19450619",",,0","19450630","+,,0","19450630","+,,0","8","","19450611",",,0","19450607",",,0","16.1",",0,19,","0",",,0,30,+","0",",,0,30,+","37.1",",,0,11,","35.6",",0,07,","1162.2","0","0.0",",0","90.2",",,,0","","","","","","","","","0",",,,0","26.97",",0","31.97",",,,0","21.98",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","775.5","0","281.2",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","19450717","+,,0","19450731","+,,0","19450731","+,,0","9","","19450712",",,0","19450726",",,0","20.0",",0,17,+","0",",,0,31,+","0",",,0,31,+","80.0",",,0,12,","35.6",",0,26,","0.0","0","0.0",",0","144.4",",,,0","","","","","","","","","0",",,,0","27.40",",0","32.03",",,,0","22.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1064.6","0","289.1",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","19450826","+,,0","19450831","+,,0","19450831","+,,0","8","","19450816",",,0","19450814","+,,0","18.3",",0,26,+","0",",,0,31,+","0",",,0,31,+","14.2",",,0,16,","36.1",",0,14,+","0.0","0","0.0",",0","32.0",",,,0","","","","","","","","","0",",,,0","27.66",",0","32.62",",,,0","22.70",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1296.6","0","232.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","","","19450914",",,0","19450930","+,,0","19450930","+,,0","6","","19450925",",,0","19450901",",,0","11.7",",0,14,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,25,","36.7",",0,01,","0.0","0","0.0",",0","71.4",",,,0","","","","","","","","","0",",,,0","26.07",",0","31.82",",,,0","20.31",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013957","1945-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1343.2","0","46.6",",0","10",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19451026",",,0","19451031","+,,0","19451031","+,,0","2","","19451005",",,0","19451020",",,0","6.1",",0,26,","0",",,0,31,+","0",",,0,31,+","69.9",",,0,05,","30.0",",0,20,","47.1","0","47.1",",0","175.3",",,,0","","","","","","","","","0",",,,0","18.32",",0","24.22",",,,0","12.42",",,,0","","","","","","","","","","","","","","","","","",""
