STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,HX04,HX04_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,LX04,LX04_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00257830,1913-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,8,",6",5,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19130806,",,6",,,,,,,,,21.6,",,6,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,",,,6",,,,,,,,,,
USC00257830,1913-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,7,",6",4,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19130916,"+,,6",,,,,,,,,19.1,",,6,16,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,",,,6",,,,,,,,,,
USC00257830,1913-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,5,",6",3,",6",0,",6",,,1,",6",,,,,,,,,,,1,,,,,,19131017,",,6",,,19131001,",,6",,,,,,,25,",,6,17,",5.1,",,6,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,",,,6",33,",,,6",,,,,,,,
USC00257830,1913-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,1,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19131122,",,6",,,,,,,,,2.5,",,6,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,",,,6",,,,,,,,,,
USC00257830,1913-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,8,",6",7,",6",1,",6",,,5,",6",,,,,,,,,,,,,,,,,19131205,",,6",,,19131205,",,6",,,,,,,330,",,6,05,",33,",,6,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,",,,6",559,",,,6",,,,,,,,
USC00257830,1914-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,0,",6",0,",6",0,",6",,,0,",6",,,,,,,,,,,1,,,,,,19140131,"+,,6",,,19140131,"+,,6",,,,,,,0,",,6,31,+",0,",,6,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",0,",,,6",,,,,,,,
USC00257830,1914-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",2,",6",0,",6",,,2,",6",,,,,,,,,,,2,,,,,,19140222,",,6",,,19140222,",,6",,,,,,,127,",,6,22,",12.7,",,6,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,",,,6",178,",,,6",,,,,,,,
USC00257830,1914-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,1,",6",0,",6",0,",6",,,0,",6",,,,,,,,,,,2,,,,,,19140302,",,6",,,19140302,",,6",,,,,,,13,",,6,02,",1.3,",,6,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,",,,6",13,",,,6",,,,,,,,
USC00257830,1914-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,10,",6",9,",6",0,",6",,,3,",6",,,,,,,,,,,1,,,,,,19140407,"+,,6",,,19140423,",,6",,,,,,,25,",,6,07,+",22.9,",,6,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,",,,6",75,",,,6",,,,,,,,
USC00257830,1914-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,10,",6",6,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19140512,",,6",,,19140519,",,6",,,,,,,0,",T,6,12,",16.5,",,6,19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,",,,6",0,",T,,6",,,,,,,,
USC00257830,1914-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,11,",6",6,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19140612,",,6",,,,,,,,,12.7,",,6,12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,",,,6",,,,,,,,,,
USC00257830,1914-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,5,",6",3,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19140722,",,6",,,,,,,,,11.4,",,6,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,",,,6",,,,,,,,,,
USC00257830,1914-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",5,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19140826,",,6",,,,,,,,,22.9,",,6,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,",,,6",,,,,,,,,,
USC00257830,1914-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,2,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19140921,",,6",,,,,,,,,2.5,",,6,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,",,,6",,,,,,,,,,
USC00257830,1914-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",4,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19141022,",,6",,,,,,,,,22.9,",,6,22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,",,,6",,,,,,,,,,
USC00257830,1914-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,0,",6",0,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19141130,"+,,6",,,19141130,"+,,6",,,,,,,0,",,6,30,+",0,",,6,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,6",0,",,,6",,,,,,,,
USC00257830,1914-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",3,",6",0,",6",,,3,",6",,,,,,,,,,,,,,,,,19141220,",,6",,,19141220,",,6",,,,,,,38,",,6,20,",3.8,",,6,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,",,,6",101,",,,6",,,,,,,,
USC00257830,1915-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,7,",6",4,",6",0,",6",,,4,",6",,,,,,,,,,,,,,,,,19150130,",,6",,,19150130,",,6",,,,,,,127,",,6,30,",12.7,",,6,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,",,,6",267,",,,6",,,,,,,,
USC00257830,1915-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",3,",6",0,",6",,,3,",6",,,,,,,,,,,2,,,,,,19150204,",,6",,,19150204,",,6",,,,,,,152,",,6,04,",15.2,",,6,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,",,,6",369,",,,6",,,,,,,,
USC00257830,1915-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,11,",6",5,",6",0,",6",,,5,",6",,,,,,,,,,,,,,,,,19150303,",,6",,,19150303,",,6",,,,,,,102,",,6,03,",10.2,",,6,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,",,,6",358,",,,6",,,,,,,,
USC00257830,1915-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,11,",6",6,",6",2,",6",,,0,",6",,,,,,,,,,,1,,,,,,19150430,"+,,6",,,19150425,",,6",,,,,,,0,",,6,30,+",51.8,",,6,25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7,",,,6",0,",,,6",,,,,,,,
USC00257830,1915-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,11,",6",8,",6",0,",6",,,2,",6",,,,,,,,,,,,,,,,,19150518,",,6",,,19150518,",,6",,,,,,,203,",,6,18,",20.3,",,6,18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,",,,6",305,",,,6",,,,,,,,
USC00257830,1915-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,15,",6",7,",6",1,",6",,,,,,,,,,,,,,,,,,,,,,,,,19150605,",,6",,,,,,,,,31.2,",,6,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,",,,6",,,,,,,,,,
USC00257830,1915-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,8,",6",5,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19150724,",,6",,,,,,,,,7.6,",,6,24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,",,,6",,,,,,,,,,
USC00257830,1915-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,12,",6",10,",6",2,",6",,,0,",6",,,,,,,,,,,,,,,,,19150831,"+,,6",,,19150801,",,6",,,,,,,0,",,6,31,+",38.1,",,6,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,,6",0,",,,6",,,,,,,,
USC00257830,1915-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,10,",6",8,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19150930,"+,,6",,,19150914,",,6",,,,,,,0,",,6,30,+",9.7,",,6,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,",,,6",0,",,,6",,,,,,,,
USC00257830,1915-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,2,",6",2,",6",1,",6",,,0,",6",,,,,,,,,,,,,,,,,19151031,"+,,6",,,19151014,",,6",,,,,,,0,",,6,31,+",26.7,",,6,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,",,,6",0,",,,6",,,,,,,,
USC00257830,1915-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,3,",6",0,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19151117,",,6",,,19151110,",,6",,,,,,,5,",,6,17,",1,",,6,10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,",,,6",5,",,,6",,,,,,,,
USC00257830,1915-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,3,",6",3,",6",0,",6",,,3,",6",,,,,,,,,,,,,,,,,19151229,"+,,6",,,19151229,"+,,6",,,,,,,25,",,6,29,+",2.5,",,6,29,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,",,,6",75,",,,6",,,,,,,,
USC00257830,1916-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,9,",6",4,",6",0,",6",,,4,",6",,,,,,,,,,,,,,,,,19160129,"+,,6",,,19160129,"+,,6",,,,,,,25,",,6,29,+",2.5,",,6,29,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,",,,6",162,",,,6",,,,,,,,
USC00257830,1916-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,2,",6",2,",6",0,",6",,,2,",6",,,,,,,,,,,,,,,,,19160228,"+,,6",,,19160228,"+,,6",,,,,,,25,",,6,28,+",2.5,",,6,28,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,",,,6",50,",,,6",,,,,,,,
USC00257830,1916-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,2,",6",1,",6",0,",6",,,1,",6",,,,,,,,,,,,,,,,,19160302,",,6",,,19160302,",,6",,,,,,,25,",,6,02,",2.5,",,6,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,",,,6",38,",,,6",,,,,,,,
USC00257830,1916-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,9,",6",6,",6",0,",6",,,2,",6",,,,,,,,,,,,,,,,,19160406,",,6",,,19160406,",,6",,,,,,,127,",,6,06,",19.1,",,6,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,",,,6",165,",,,6",,,,,,,,
USC00257830,1916-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,7,",6",4,",6",1,",6",,,0,",6",,,,,,,,,,,,,,,,,19160514,"+,,6",,,19160520,",,6",,,,,,,0,",T,6,14,+",30,",,6,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,",,,6",0,",T,,6",,,,,,,,
USC00257830,1916-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,9,",6",5,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19160620,"+,,6",,,,,,,,,6.4,",,6,20,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,",,,6",,,,,,,,,,
USC00257830,1916-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,10,",6",7,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19160731,",,6",,,,,,,,,15.5,",,6,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,",,,6",,,,,,,,,,
USC00257830,1916-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,10,",6",7,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19160826,",,6",,,,,,,,,13.7,",,6,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,",,,6",,,,,,,,,,
USC00257830,1916-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,3,",6",2,",6",1,",6",,,,,,,,,,,,,,,,,,,,,,,,,19160906,",,6",,,,,,,,,35.3,",,6,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,",,,6",,,,,,,,,,
USC00257830,1916-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",4,",6",0,",6",,,3,",6",,,,,,,,,,,,,,,,,19161024,"+,,6",,,19161015,",,6",,,,,,,51,",,6,24,+",8.9,",,6,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,",,,6",127,",,,6",,,,,,,,
USC00257830,1916-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",3,",6",0,",6",,,3,",6",,,,,,,,,,,,,,,,,19161111,"+,,6",,,19161111,"+,,6",,,,,,,38,",,6,11,+",3.8,",,6,11,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,",,,6",114,",,,6",,,,,,,,
USC00257830,1916-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",1,",6",0,",6",,,1,",6",,,,,,,,,,,,,,,,,19161217,",,6",,,19161217,",,6",,,,,,,38,",,6,17,",3.8,",,6,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,",,,6",112,",,,6",,,,,,,,
USC00257830,1917-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",3,",6",0,",6",,,3,",6",,,,,,,,,,,,,,,,,19170121,",,6",,,19170121,",,6",,,,,,,38,",,6,21,",3.8,",,6,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,",,,6",96,",,,6",,,,,,,,
USC00257830,1917-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,3,",6",0,",6",0,",6",,,1,",6",,,,,,,,,,,,,,,,,19170218,",,6",,,19170218,",,6",,,,,,,30,",,6,18,",2.3,",,6,18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,",,,6",46,",,,6",,,,,,,,
USC00257830,1917-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,8,",6",4,",6",0,",6",,,4,",6",,,,,,,,,,,,,,,,,19170312,"+,,6",,,19170312,"+,,6",,,,,,,102,",,6,12,+",10.2,",,6,12,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,",,,6",357,",,,6",,,,,,,,
USC00257830,1917-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,9,",6",7,",6",0,",6",,,4,",6",,,,,,,,,,,,,,,,,19170428,",,6",,,19170419,",,6",,,,,,,51,",,6,28,",12.7,",,6,19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,",,,6",131,",,,6",,,,,,,,
USC00257830,1917-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,16,"1,6",11,"1,6",0,"1,6",,,1,",6",,,,,,,,,,,,,,,,,19170530,",,6",,,19170521,",1,6",,,,,,,25,",,6,30,",14.5,"1,,6,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,"1,,,6",25,",,,6",,,,,,,,
USC00257830,1917-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,8,",6",5,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19170601,",,6",,,19170601,",,6",,,,,,,0,",T,6,01,",11.9,",,6,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,",,,6",0,",T,,6",,,,,,,,
USC00257830,1917-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",5,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19170730,",,6",,,,,,,,,15.2,",,6,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,",,,6",,,,,,,,,,
USC00257830,1917-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",4,",6",1,",6",,,,,,,,,,,,,,,,,,,,,,,,,19170806,",,6",,,,,,,,,44.5,",,6,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,",,,6",,,,,,,,,,
USC00257830,1917-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,5,",6",5,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19170924,",,6",,,,,,,,,14,",,6,24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,",,,6",,,,,,,,,,
USC00257830,1917-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,3,",6",2,",6",0,",6",,,1,",6",,,,,,,,,,,,,,,,,19171028,",,6",,,19171007,",,6",,,,,,,25,",,6,28,",3.8,",,6,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,",,,6",38,",,,6",,,,,,,,
USC00257830,1917-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,1,",6",0,",6",0,",6",,,0,",6",,,,,,,,,,,1,,,,,,19171127,"+,,6",,,19171127,",,6",,,,,,,0,",T,6,27,+",0.8,",,6,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,",,,6",0,",T,,6",,,,,,,,
USC00257830,1917-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",2,",6",0,",6",,,2,",6",,,,,,,,,,,,,,,,,19171209,",,6",,,19171209,",,6",,,,,,,76,",,6,09,",7.6,",,6,09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,",,,6",153,",,,6",,,,,,,,
USC00257830,1918-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,6,",6",2,",6",0,",6",,,2,",6",,,,,,,,,,,,,,,,,19180118,",,6",,,19180118,",,6",,,,,,,51,",,6,18,",5.1,",,6,18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,",,,6",120,",,,6",,,,,,,,
USC00257830,1918-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",3,",6",0,",6",,,3,",6",,,,,,,,,,,,,,,,,19180227,",,6",,,19180227,",,6",,,,,,,51,",,6,27,",5.1,",,6,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,",,,6",127,",,,6",,,,,,,,
USC00257830,1918-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,5,",6",2,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19180306,",,6",,,19180328,",,6",,,,,,,8,",,6,06,",7.6,",,6,28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,",,,6",16,",,,6",,,,,,,,
USC00257830,1918-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,14,",6",12,",6",0,",6",,,7,",6",,,,,,,,,,,,,,,,,19180427,"+,,6",,,19180415,",,6",,,,,,,102,",,6,27,+",11.7,",,6,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8,",,,6",406,",,,6",,,,,,,,
USC00257830,1918-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,11,",6",7,",6",0,",6",,,0,",6",,,,,,,,,,,,,,,,,19180531,"+,,6",,,19180531,",,6",,,,,,,0,",,6,31,+",16.5,",,6,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,",,,6",0,",,,6",,,,,,,,
USC00257830,1918-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,4,",6",1,",6",0,",6",,,,,,,,,,,,,,,,,,,,,,,,,19180620,",,6",,,,,,,,,6.4,",,6,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,",,,6",,,,,,,,,,
USC00257830,1918-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,11,",6",7,",6",1,",6",,,,,,,,,,,,,,,,,,,,,,,,,19180716,",,6",,,,,,,,,29.5,",,6,16,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,",,,6",,,,,,,,,,
USC00257830,1918-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,8,",6",6,",6",1,",6",,,,,,,,,,,,,,,,,,,,,,,,,19180805,",,6",,,,,,,,,38.1,",,6,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,",,,6",,,,,,,,,,
