"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00415410","1915-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","188.0","0","144.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","","","19150608",",,0","19150630","+,,0","19150630","+,,0","","","19150607",",,0","19150620",",,0","6.1",",0,08,","0",",,0,30,+","0",",,0,30,+","43.7",",,0,07,","37.8",",0,20,","","","","","","","","","11.4",",0","","","","","","","","","","","","","","","","","","","","","101.9",",,,0","0",",,,0","22.76",",0","30.52",",,,0","15.00",",,,0","",""
"USC00415410","1915-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","367.3","0","179.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19150705",",,0","19150731","+,,0","19150731","+,,0","","","19150729",",,0","19150712",",,0","9.4",",0,05,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,29,","36.1",",0,12,","","","1.2","0","","","","","1.2",",0","","","","","","","","","","","","","","","","","","","","","36.2",",,,0","0",",,,0","24.08",",0","31.35",",,,0","16.80",",,,0","",""
"USC00415410","1915-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","512.0","0","144.7",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19150831",",,0","19150831","+,,0","19150831","+,,0","","","19150827",",,0","19150822","+,,0","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,27,","33.9",",0,22,+","","","7.3","0","","","","","6.1",",0","","","","","","","","","","","","","","","","","","","","","75.2",",,,0","0",",,,0","22.80",",0","30.72",",,,0","14.89",",,,0","",""
"USC00415410","1915-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","609.2","0","97.2","2,0","11",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","26","1,0","9","1,0","","","19150901",",1,0","19150930","+,,0","19150930","+,,0","","","19150922",",,0","19150913",",1,0","6.1","1,0,01,","0",",,0,30,+","0",",,0,30,+","69.9",",,0,22,","36.7","1,0,13,","","","21.5","0","","","","","14.2","1,0","","","","","","","","","","","","","","","","","","","","","199.7",",,,0","0",",,,0","21.20","2,0","28.71","1,,,0","13.69","1,,,0","",""
"USC00415410","1915-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","609.5","0","0.3","2,0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","24","2,0","0","2,0","","","19151029","+,,0","19151031","+,,0","19151031","+,,0","","","19151015",",,0","19151029",",2,0","2.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","29.0",",,0,15,","29.4","2,0,29,","","","114.2","0","","","","","92.7","2,0","","","","","","","","","","","","","","","","","","","","","38.7",",,,0","0",",,,0","15.33","2,0","23.84","2,,,0","6.82",",,,0","",""
"USC00415410","1915-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","612.3","0","2.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","15",",0","0",",0","","","19151129",",,0","19151130","+,,0","19151125",",,0","","","19151125",",,0","19151101",",,0","-8.3",",0,29,","0",",,0,30,+","0",",T,0,25,","1.0",",,0,25,","28.9",",0,01,","","","360.2","0","","","","","246.0",",0","","","","","","","","","","","","","","","","","","","","","1.0",",,,0","0",",T,,0","10.23",",0","20.28",",,,0","0.17",",,,0","",""
"USC00415410","1915-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","612.3","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","5",",0","0",",0","","","19151225",",,0","19151231","+,,0","19151228",",,0","","","19151206",",,0","19151222",",,0","-11.7",",0,25,","0",",,0,31,+","13",",,0,28,","13.2",",,0,06,","24.4",",0,22,","","","748.8","0","","","","","388.6",",0","","","","","","","","","","","","","","","","","","","","","19.3",",,,0","13",",,,0","5.80",",0","14.19",",,,0","-2.59",",,,0","",""
"USC00415410","1916-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","5",",0","0",",0","","","19160113",",,0","19160131","+,,0","19160117",",,0","","","19160120",",,0","19160109",",,0","-16.1",",0,13,","0",",,0,31,+","5",",,0,17,","3.0",",,0,20,","25.6",",0,09,","","","1197.0","0","","","","","448.2",",0","","","","","","","","","","","","","","","","","","","","","4.3",",,,0","5",",,,0","3.87",",0","11.77",",,,0","-4.03",",,,0","",""
"USC00415410","1916-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","11",",0","0",",0","","","19160202",",,0","19160229","+,,0","19160201",",,0","","","19160221","+,,0","19160211",",,0","-15.6",",0,02,","0",",,0,29,+","0",",T,0,01,","0.0",",T,0,21,+","29.4",",0,11,","","","1521.5","0","","","","","324.5",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","7.14",",0","18.89",",,,0","-4.60",",,,0","",""
"USC00415410","1916-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","5.9","0","5.9",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","19",",0","4",",0","","","19160303",",,0","19160331","+,,0","19160331","+,,0","","","19160331",",,0","19160313",",,0","-9.4",",0,03,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,31,","32.8",",0,13,","","","1712.1","0","","","","","190.6",",0","","","","","","","","","","","","","","","","","","","","","29.2",",,,0","0",",,,0","12.37",",0","23.00",",,,0","1.75",",,,0","",""
"USC00415410","1916-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","8.4","0","2.5",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","15",",0","0",",0","","","19160408",",,0","19160430","+,,0","19160430","+,,0","","","19160414",",,0","19160411",",,0","-4.4",",0,08,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,14,","31.7",",0,11,","","","1888.3","0","","","","","176.2",",0","","","","","","","","","","","","","","","","","","","","","66.9",",,,0","0",",,,0","12.54",",0","20.99",",,,0","4.09",",,,0","",""
"USC00415410","1916-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","99.8","0","91.4",",0","2",",0","1",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","28",",0","11",",0","","","19160502",",,0","19160531","+,1,0","19160531","+,,0","","","19160518",",,0","19160531",",,0","2.8",",0,02,","0","1,,0,31,+","0",",,0,31,+","9.7",",,0,18,","38.9",",0,31,","","","1937.4","0","","","","","49.1",",0","","","","","","","","","","","","","","","","","","","","","10.0",",,,0","0",",,,0","19.70",",0","28.84",",,,0","10.55",",,,0","",""
"USC00415410","1916-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","287.3","0","187.5",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","20",",0","","","19160608",",,0","19160630","+,,0","19160630","+,,0","","","19160615",",,0","19160610",",,0","6.7",",0,08,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,15,","39.4",",0,10,","","","1939.3","0","","","","","1.9",",0","","","","","","","","","","","","","","","","","","","","","38.6",",,,0","0",",,,0","24.52",",0","33.35",",,,0","15.69",",,,0","",""
"USC00415410","1916-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","501.0","0","213.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","19160707",",,0","19160731","+,,0","19160731","+,,0","","","19160727",",,0","19160719",",,0","12.8",",0,07,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,27,","38.9",",0,19,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","9.1",",,,0","0",",,,0","25.23",",0","33.80",",,,0","16.65",",,,0","",""
"USC00415410","1916-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","689.2","0","188.2",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19160824",",,0","19160831","+,,0","19160831","+,,0","","","19160820",",,0","19160813",",,0","10.6",",0,24,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,20,","36.1",",0,13,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","62.3",",,,0","0",",,,0","24.40",",0","31.94",",,,0","16.86",",,,0","",""
"USC00415410","1916-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","764.9","0","75.7",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","19160929",",,0","19160930","+,,0","19160930","+,,0","","","19160912",",,0","19160927","+,,0","0.6",",0,29,","0",",,0,30,+","0",",,0,30,+","34.3",",,0,12,","32.2",",0,27,+","","","24.4","0","","","","","24.4",",0","","","","","","","","","","","","","","","","","","","","","70.9",",,,0","0",",,,0","20.04",",0","27.54",",,,0","12.54",",,,0","",""
"USC00415410","1916-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","784.6","0","19.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","20",",0","2",",0","","","19161020",",,0","19161031","+,,0","19161031","+,,0","","","19161013",",,0","19161003",",,0","-3.9",",0,20,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,13,","32.8",",0,03,","","","155.2","0","","","","","130.8",",0","","","","","","","","","","","","","","","","","","","","","73.9",",,,0","0",",,,0","14.75",",0","22.89",",,,0","6.61",",,,0","",""
"USC00415410","1916-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","787.7","0","3.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","11",",0","0",",0","","","19161114",",,0","19161130","+,,0","19161130","+,,0","","","19161121",",,0","19161107",",,0","-15.0",",0,14,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,21,","31.7",",0,07,","","","483.6","0","","","","","328.4",",0","","","","","","","","","","","","","","","","","","","","","14.0",",,,0","0",",,,0","7.49",",0","16.62",",,,0","-1.65",",,,0","",""
"USC00415410","1916-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","787.7","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","5",",0","0",",0","","","19161221",",,0","19161231","+,,0","19161207",",,0","","","19161230",",,0","19161202",",,0","-15.0",",0,21,","0",",,0,31,+","5",",,0,07,","2.0",",,0,30,","25.0",",0,02,","","","935.4","0","","","","","451.8",",0","","","","","","","","","","","","","","","","","","","","","2.8",",,,0","5",",,,0","3.76",",0","13.16",",,,0","-5.65",",,,0","",""
"USC00415410","1917-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","0","2,0","0","2,0","0","2,0","0","1,0","0","2,0","0",",0","25",",0","4",",0","2",",0","0",",0","","","19170114",",,0","19170131","+,1,0","19170116",",2,0","","","19170116",",2,0","19170130",",,0","-12.8",",0,14,","0","1,,0,31,+","0","2,T,0,16,","0.0","2,T,0,16,","23.3",",0,30,","","","1381.0","0","","","","","445.6",",0","","","","","","","","","","","","","","","","","","","","","0.0","2,T,,0","0","2,T,,0","3.96",",0","11.68",",,,0","-3.76",",,,0","",""
"USC00415410","1917-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","6",",0","0",",0","","","19170201",",,0","19170228","+,,0","19170214",",,0","","","19170214",",,0","19170225",",,0","-14.4",",0,01,","0",",,0,28,+","13",",,0,14,","1.3",",,0,14,","30.0",",0,25,","","","1739.0","0","","","","","358.0",",0","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","13",",,,0","5.55",",0","15.65",",,,0","-4.55",",,,0","",""
"USC00415410","1917-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1.1","0","1.1",",0","1",",0","1",",0","0",",0","0",",0","1",",0","1",",0","17",",0","1",",0","16",",0","0",",0","","","19170304",",,0","19170331","+,,0","19170303",",,0","","","19170303",",,0","19170330",",,0","-18.3",",0,04,","0",",,0,31,+","38",",,0,03,","5.3",",,0,03,","31.1",",0,30,","","","2024.2","0","","","","","285.2",",0","","","","","","","","","","","","","","","","","","","","","5.3",",,,0","38",",,,0","9.17",",0","19.52",",,,0","-1.18",",,,0","",""
"USC00415410","1917-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","17.3","0","16.2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","21",",0","2",",0","","","19170405",",,0","19170430","+,,0","19170430","+,,0","","","19170411",",,0","19170426","+,,0","-6.1",",0,05,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,11,","32.8",",0,26,+","","","2152.9","0","","","","","128.7",",0","","","","","","","","","","","","","","","","","","","","","14.7",",,,0","0",",,,0","14.58",",0","24.39",",,,0","4.78",",,,0","",""
"USC00415410","1917-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","62.4","0","45.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","6",",0","","","19170507",",,0","19170531","+,,0","19170506",",,0","","","19170506",",,0","19170517","+,,0","-1.7",",0,07,","0",",,0,31,+","0",",T,0,06,","10.7",",,0,06,","34.4",",0,17,+","","","2228.8","0","","","","","75.9",",0","","","","","","","","","","","","","","","","","","","","","27.3",",,,0","0",",T,,0","17.34",",0","25.83",",,,0","8.85",",,,0","",""
"USC00415410","1917-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","241.9","0","179.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","19170602",",,0","19170630","+,,0","19170630","+,,0","3","","19170622",",,0","19170610",",,0","3.9",",0,02,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,22,","40.6",",0,10,","","","2234.1","0","","","","","5.3",",0","","","","","","","","","","","","","","","","","","","","","16.3",",,,0","0",",,,0","24.14",",0","33.58",",,,0","14.69",",,,0","",""
"USC00415410","1917-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","511.0","0","269.1",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","19170717","+,,0","19170731","+,,0","19170731","+,,0","","","19170717",",,0","19170714",",,0","15.6",",0,17,+","0",",,0,31,+","0",",,0,31,+","29.2",",,0,17,","38.9",",0,14,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","36.0",",,,0","0",",,,0","27.01",",0","35.21",",,,0","18.82",",,,0","",""
"USC00415410","1917-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","742.2","0","231.2",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","19170830",",,0","19170831","+,,0","19170831","+,,0","","","19170817",",,0","19170811",",,0","9.4",",0,30,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,17,","38.9",",0,11,","","","0.3","0","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","29.6",",,,0","0",",,,0","25.78",",0","33.67",",,,0","17.89",",,,0","",""
"USC00415410","1917-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","849.6","0","107.4",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","19170927",",,0","19170930","+,,0","19170930","+,,0","","","19170911",",,0","19170907",",,0","3.9",",0,27,","0",",,0,30,+","0",",,0,30,+","67.1",",,0,11,","36.1",",0,07,","","","6.9","0","","","","","6.6",",0","","","","","","","","","","","","","","","","","","","","","77.0",",,,0","0",",,,0","21.69",",0","29.27",",,,0","14.11",",,,0","",""
"USC00415410","1917-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","880.1","0","30.5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","20",",0","5",",0","","","19171030",",,0","19171031","+,,0","19171031","+,,0","","","19171008",",,0","19171015",",,0","-7.2",",0,30,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,08,","33.3",",0,15,","","","155.1","0","","","","","148.2",",0","","","","","","","","","","","","","","","","","","","","","3.6",",,,0","0",",,,0","14.54",",0","24.38",",,,0","4.69",",,,0","",""
"USC00415410","1917-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","880.1","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","15",",0","0",",0","","","19171119",",,0","19171130","+,,0","19171130","+,,0","","","19171115",",,0","19171121",",,0","-2.8",",0,19,","0",",,0,30,+","0",",,0,30,+","1.8",",,0,15,","26.7",",0,21,","","","386.0","0","","","","","230.9",",0","","","","","","","","","","","","","","","","","","","","","2.1",",,,0","0",",,,0","10.64",",0","19.98",",,,0","1.29",",,,0","",""
"USC00415410","1917-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","880.1","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","7",",0","0",",0","","","19171208",",,0","19171231","+,,0","19171207",",,0","","","19171207",",,0","19171223",",,0","-16.1",",0,08,","0",",,0,31,+","0",",T,0,07,","0.0",",T,0,07,","25.0",",0,23,","","","863.2","0","","","","","477.2",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","2.94",",0","12.95",",,,0","-7.07",",,,0","",""
"USC00415410","1918-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","3",",0","3",",0","0",",0","0","2,0","3",",0","4",",0","27",",0","8",",0","2",",0","0",",0","","","19180112",",,0","19180131","+,2,0","19180121","+,,0","","","19180121","+,,0","19180104",",,0","-23.3",",0,12,","0","2,,0,31,+","89",",,0,21,+","8.9",",,0,21,+","24.4",",0,04,","","","1426.5","0","","","","","563.3",",0","","","","","","","","","","","","","","","","","","","","","21.4",",,,0","206",",,,0","0.16",",0","8.03",",,,0","-7.70",",,,0","",""
"USC00415410","1918-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","3.1","0","3.1",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","10",",0","0",",0","","","19180220",",,0","19180228","+,,0","19180228","+,,0","","","19180211",",,0","19180224",",,0","-15.6",",0,20,","0",",,0,28,+","0",",,0,28,+","14.5",",,0,11,","31.7",",0,24,","","","1702.0","0","","","","","275.5",",0","","","","","","","","","","","","","","","","","","","","","14.8",",,,0","0",",,,0","8.61",",0","18.16",",,,0","-0.95",",,,0","",""
"USC00415410","1918-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","8.5","0","5.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","17",",0","0",",0","","","19180316",",,0","19180331","+,,0","19180331","+,,0","","","19180302",",,0","19180312",",,0","-6.1",",0,16,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,02,","31.1",",0,12,","","","1889.3","0","","","","","187.3",",0","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","0",",,,0","12.46",",0","21.62",",,,0","3.31",",,,0","",""
"USC00415410","1918-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","11.0","0","2.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","1",",0","1","","19180421",",,0","19180430","+,,0","19180430","+,,0","","","19180408",",,0","19180426",",,0","-2.2",",0,21,","0",",,0,30,+","0",",,0,30,+","11.9",",,0,08,","32.2",",0,26,","","","2028.6","0","","","","","139.3",",0","","","","","","","","","","","","","","","","","","","","","18.2",",,,0","0",",,,0","13.77",",0","22.63",",,,0","4.91",",,,0","",""
"USC00415410","1918-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","121.5","0","110.5",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","12",",0","","","19180503",",,0","19180531","+,,0","19180531","+,,0","","","19180503",",,0","19180508",",,0","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,03,","35.0",",0,08,","","","2076.1","0","","","","","47.5",",0","","","","","","","","","","","","","","","","","","","","","42.6",",,,0","0",",,,0","20.37",",0","27.91",",,,0","12.82",",,,0","",""
